model,component,magnitude,empirical_cdf,log_magnitude,weibull_y,position_method
ae_lstm,fusivel_ac,0.36,0.0344705046197582,-1.0216512475319814,-3.350163215777881,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.44,0.041577825159914594,-0.8209805520698302,-3.1590299877645958,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.46,0.048685145700070986,-0.7765287894989963,-2.997530005426403,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.47000000000000003,0.05401563610518828,-0.7550225842780327,-2.8908455731819083,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.49,0.059346126510305575,-0.7133498878774648,-2.793934360867049,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.51,0.06289978678038366,-0.6733445532637656,-2.733905825667798,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.53,0.06823027718550095,-0.6348782724359695,-2.6497401615030727,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.55,0.0771144278606964,-0.5978370007556204,-2.522608192840154,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.56,0.08599857853589182,-0.579818495252942,-2.4087998365470513,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.5700000000000001,0.09310589907604822,-0.5621189181535411,-2.325550867029764,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.58,0.1002132196162045,-0.5447271754416722,-2.2481210139639067,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.59,0.11265103056147818,-0.527632742082372,-2.124297098464617,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.6,0.1286425017768299,-0.5108256237659907,-1.982656518223318,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.61,0.15174129353233803,-0.4942963218147801,-1.8044216290747606,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.62,0.18017057569296355,-0.4780358009429998,-1.6161655951225455,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.63,0.20859985785358914,-0.4620354595965587,-1.4526411490745028,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.64,0.2405828002842929,-0.4462871026284195,-1.290242702260255,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.65,0.27611940298507487,-0.4307829160924542,-1.1297042072593064,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.66,0.3169864960909741,-0.4155154439616658,-0.9643244808194736,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.67,0.35074626865671693,-0.40047756659712525,-0.8394878483916769,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.68,0.37384506041222526,-0.3856624808119846,-0.7589506482249612,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.6900000000000001,0.4040511727078899,-0.3710636813908319,-0.6585516164544336,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.7000000000000001,0.4378109452736328,-0.3566749439387323,-0.5517915707532646,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.71,0.46268656716418016,-0.342490308946776,-0.47614455670744754,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.72,0.4786780383795321,-0.3285040669720361,-0.42865063788909585,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.73,0.48578535891968844,-0.31471074483970024,-0.40779605609357283,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.74,0.48933901918976663,-0.3011050927839216,-0.3974235012815872,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.75,0.49289267945984483,-0.2876820724517809,-0.38708611104941537,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.78,0.496446339729923,-0.2484613592984996,-0.3767829064973659,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.87,0.5000000000000012,-0.13926206733350766,-0.36651292058166085,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.89,0.5035536602700794,-0.11653381625595151,-0.35627519753743675,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.91,0.5106609808102357,-0.09431067947124129,-0.3358927700204628,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.92,0.5248756218905485,-0.08338160893905101,-0.29547413779893344,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.93,0.5444207533759784,-0.07257069283483537,-0.24056238186584922,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.9400000000000001,0.5621890547263693,-0.06187540371808741,-0.1911991338332882,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.9500000000000001,0.5817341862117991,-0.05129329438755046,-0.13738092926180195,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.96,0.6066098081023465,-0.040821994520255166,-0.06940012765552356,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.97,0.6314854299928936,-0.030459207484708574,-0.0017264600300118877,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.98,0.6545842217484018,-0.020202707317519466,0.061101151283076485,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,0.99,0.6723525230987927,-0.01005033585350145,0.10958688467093448,modified_KM_NIST_grouped_ties
ae_lstm,fusivel_ac,1.0,0.6883439943141444,0.0,0.15345493382540462,modified_KM_NIST_grouped_ties
