analysis,model,model_name,seed,is_reference,experiment,fault,fault_type,mode,mode_name,sequence_length,decision_target,context_policy,uses_future_windows,crosses_experiment_or_split,transition_post_windows,n_pre_fault_test,n_post_fault_evaluated,post_fault_context_reset,context_fully_post_fault,score_threshold,score_top_k,auc_pr,auc_roc,sensitivity,sensitivity_ci95_low,sensitivity_ci95_high,specificity,specificity_ci95_low,specificity_ci95_high,balanced_accuracy,mcc,f1,precision,precision_defined,recall,false_positive_rate,tn,fp,fn,tp
current_full,ae_denso,Autoencoder Denso,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.792628526687622,5,0.8186316708362209,0.7064531104921077,0.011142061281337047,0.004341225376932932,0.028294126876310645,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.5027932528628908,0.02748325037752135,0.02197802197802198,0.8,True,0.011142061281337047,0.005555555555555556,179,1,355,4
transition,ae_denso,Autoencoder Denso,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.792628526687622,5,0.032594552349696854,0.4761904761904762,0.0,5.551115123125783e-17,0.35433043506668743,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.01445960054046187,0.0,0.0,True,0.0,0.005555555555555556,179,1,7,0
sustained,ae_denso,Autoencoder Denso,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.792628526687622,5,0.8187848124481139,0.7110321969696969,0.011363636363636364,0.0044277255254390815,0.02884961899742313,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.5029040404040405,0.028480651825670715,0.022408963585434174,0.8,True,0.011363636363636364,0.005555555555555556,179,1,348,4
post_fault_reset,ae_denso,Autoencoder Denso,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.792628526687622,5,0.8186316708362209,0.7064531104921077,0.011142061281337047,0.004341225376932932,0.028294126876310645,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.5027932528628908,0.02748325037752135,0.02197802197802198,0.8,True,0.011142061281337047,0.005555555555555556,179,1,355,4
current_full,ae_denso,Autoencoder Denso,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.144629955291748,5,0.8179361722701931,0.7057567316620241,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.5139430516867843,0.07749264311529558,0.07466666666666667,0.875,True,0.03899721448467967,0.011111111111111112,178,2,345,14
transition,ae_denso,Autoencoder Denso,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.144629955291748,5,0.03193215280096952,0.47063492063492063,0.0,5.551115123125783e-17,0.35433043506668743,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.49444444444444446,-0.020504156174308185,0.0,0.0,True,0.0,0.011111111111111112,178,2,7,0
sustained,ae_denso,Autoencoder Denso,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.144629955291748,5,0.8181505773577868,0.7104324494949494,0.03977272727272727,0.023837225782721957,0.06564492429113665,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.5143308080808081,0.07940053299695446,0.07608695652173914,0.875,True,0.03977272727272727,0.011111111111111112,178,2,338,14
post_fault_reset,ae_denso,Autoencoder Denso,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.144629955291748,5,0.8179361722701931,0.7057567316620241,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.5139430516867843,0.07749264311529558,0.07466666666666667,0.875,True,0.03899721448467967,0.011111111111111112,178,2,345,14
current_full,ae_lstm,AE-LSTM,13,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,23.392887115478516,5,0.7546024927165561,0.6574589910244506,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,13,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,23.392887115478516,5,0.08047141166972269,0.7380952380952381,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,13,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,23.392887115478516,5,0.7499939345381401,0.6558554292929293,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,13,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,23.392887115478516,5,0.7524804324458002,0.6547818012999072,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,29,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,16.942502975463867,5,0.7559170014445863,0.6562519343856392,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,29,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,16.942502975463867,5,0.038539567244009976,0.5595238095238095,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,29,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,16.942502975463867,5,0.7543677257563566,0.6581755050505049,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,29,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,16.942502975463867,5,0.7551523308587167,0.6538997214484679,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,42,True,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,17.381608963012695,5,0.7962253671054215,0.6972609099350047,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,42,True,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,17.381608963012695,5,0.04810118194395375,0.623015873015873,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,42,True,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,17.381608963012695,5,0.7944893475208212,0.6987373737373737,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,42,True,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,17.381608963012695,5,0.7946554702576265,0.6942432683379759,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.02474594116211,5,0.7807371249497148,0.684911792014856,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.02474594116211,5,0.028683280142004206,0.39761904761904765,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.02474594116211,5,0.780885664166213,0.6906249999999999,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,71,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.02474594116211,5,0.7804759334135236,0.6837821108016093,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.34963035583496,5,0.7510543320291759,0.6431600123800681,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.34963035583496,5,0.039496870072696116,0.5698412698412698,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.34963035583496,5,0.749133759508801,0.6446180555555556,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,101,False,F6M,6,Ganho do controlador PI reduzido em 20%,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.34963035583496,5,0.7496897986692447,0.6398638192510059,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_denso,Autoencoder Denso,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.5103249549865723,5,0.8491345240150054,0.8031569173630455,0.033426183844011144,0.01922273884624874,0.05750900760627718,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5028242030331167,0.015242270878079644,0.06382978723404255,0.7058823529411765,True,0.033426183844011144,0.027777777777777776,175,5,347,12
transition,ae_denso,Autoencoder Denso,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.5103249549865723,5,0.041790862796769405,0.5753968253968254,0.0,5.551115123125783e-17,0.35433043506668743,0.9722222222222222,0.936631929551566,0.9880778779669105,0.4861111111111111,-0.03268602252303067,0.0,0.0,True,0.0,0.027777777777777776,175,5,7,0
sustained,ae_denso,Autoencoder Denso,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.5103249549865723,5,0.8492523640475635,0.8076862373737373,0.03409090909090909,0.01960708217099702,0.0586341067926623,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5031565656565656,0.01698338801101447,0.06504065040650407,0.7058823529411765,True,0.03409090909090909,0.027777777777777776,175,5,340,12
post_fault_reset,ae_denso,Autoencoder Denso,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.5103249549865723,5,0.8491345240150054,0.8031569173630455,0.033426183844011144,0.01922273884624874,0.05750900760627718,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5028242030331167,0.015242270878079644,0.06382978723404255,0.7058823529411765,True,0.033426183844011144,0.027777777777777776,175,5,347,12
current_full,ae_denso,Autoencoder Denso,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.3771872520446777,5,0.8464316368274518,0.7984060662333643,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9611111111111111,0.9219152218849264,0.981036707809586,0.5000541627978954,0.000264021950979375,0.07368421052631578,0.6666666666666666,True,0.03899721448467967,0.03888888888888889,173,7,345,14
transition,ae_denso,Autoencoder Denso,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.3771872520446777,5,0.0368047069184735,0.5174603174603174,0.0,5.551115123125783e-17,0.35433043506668743,0.9611111111111111,0.9219152218849264,0.981036707809586,0.48055555555555557,-0.03888888888888889,0.0,0.0,True,0.0,0.03888888888888889,173,7,7,0
sustained,ae_denso,Autoencoder Denso,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.3771872520446777,5,0.846910792000489,0.8039930555555556,0.03977272727272727,0.023837225782721957,0.06564492429113665,0.9611111111111111,0.9219152218849264,0.981036707809586,0.5004419191919192,0.0021476343681960082,0.07506702412868632,0.6666666666666666,True,0.03977272727272727,0.03888888888888889,173,7,338,14
post_fault_reset,ae_denso,Autoencoder Denso,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.3771872520446777,5,0.8464316368274518,0.7984060662333643,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9611111111111111,0.9219152218849264,0.981036707809586,0.5000541627978954,0.000264021950979375,0.07368421052631578,0.6666666666666666,True,0.03899721448467967,0.03888888888888889,173,7,345,14
current_full,ae_denso,Autoencoder Denso,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.461894989013672,5,0.8458290813768743,0.8011142061281338,0.05013927576601671,0.03194770799639833,0.07785633410558934,0.9555555555555556,0.9147630842357073,0.9773099065468231,0.5028474156607862,0.012534845497744132,0.09350649350649351,0.6923076923076923,True,0.05013927576601671,0.044444444444444446,172,8,341,18
transition,ae_denso,Autoencoder Denso,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.461894989013672,5,0.043700862795290236,0.5888888888888888,0.0,5.551115123125783e-17,0.35433043506668743,0.9555555555555556,0.9147630842357073,0.9773099065468231,0.4777777777777778,-0.04168993763562226,0.0,0.0,True,0.0,0.044444444444444446,172,8,7,0
sustained,ae_denso,Autoencoder Denso,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.461894989013672,5,0.8457797463367235,0.8053345959595959,0.05113636363636364,0.03258780750226329,0.07937626479199389,0.9555555555555556,0.9147630842357073,0.9773099065468231,0.5033459595959596,0.01468575707039815,0.09523809523809523,0.6923076923076923,True,0.05113636363636364,0.044444444444444446,172,8,334,18
post_fault_reset,ae_denso,Autoencoder Denso,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.461894989013672,5,0.8458290813768743,0.8011142061281338,0.05013927576601671,0.03194770799639833,0.07785633410558934,0.9555555555555556,0.9147630842357073,0.9773099065468231,0.5028474156607862,0.012534845497744132,0.09350649350649351,0.6923076923076923,True,0.05013927576601671,0.044444444444444446,172,8,341,18
current_full,ae_denso,Autoencoder Denso,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.792628526687622,5,0.8449303677103952,0.796146703806871,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5056097183534509,0.028693006547717427,0.07407407407407407,0.7368421052631579,True,0.03899721448467967,0.027777777777777776,175,5,345,14
transition,ae_denso,Autoencoder Denso,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.792628526687622,5,0.04472630351512312,0.5865079365079365,0.0,5.551115123125783e-17,0.35433043506668743,0.9722222222222222,0.936631929551566,0.9880778779669105,0.4861111111111111,-0.03268602252303067,0.0,0.0,True,0.0,0.027777777777777776,175,5,7,0
sustained,ae_denso,Autoencoder Denso,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.792628526687622,5,0.8448412869159483,0.8003156565656566,0.03977272727272727,0.023837225782721957,0.06564492429113665,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5059974747474747,0.03058232680906557,0.07547169811320754,0.7368421052631579,True,0.03977272727272727,0.027777777777777776,175,5,338,14
post_fault_reset,ae_denso,Autoencoder Denso,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.792628526687622,5,0.8449303677103952,0.796146703806871,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5056097183534509,0.028693006547717427,0.07407407407407407,0.7368421052631579,True,0.03899721448467967,0.027777777777777776,175,5,345,14
current_full,ae_denso,Autoencoder Denso,101,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.144629955291748,5,0.8489376603399201,0.8023676880222842,0.06128133704735376,0.04081417021791123,0.09103806898371763,0.9611111111111111,0.9219152218849264,0.981036707809586,0.5111962240792325,0.04680593953781389,0.1134020618556701,0.7586206896551724,True,0.06128133704735376,0.03888888888888889,173,7,337,22
transition,ae_denso,Autoencoder Denso,101,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.144629955291748,5,0.044189976508115354,0.5904761904761905,0.0,5.551115123125783e-17,0.35433043506668743,0.9611111111111111,0.9219152218849264,0.981036707809586,0.48055555555555557,-0.03888888888888889,0.0,0.0,True,0.0,0.03888888888888889,173,7,7,0
sustained,ae_denso,Autoencoder Denso,101,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.144629955291748,5,0.8489221742791675,0.8065814393939393,0.0625,0.04163294101222151,0.09281305350243421,0.9611111111111111,0.9219152218849264,0.981036707809586,0.5118055555555556,0.04920860094767108,0.11548556430446194,0.7586206896551724,True,0.0625,0.03888888888888889,173,7,330,22
post_fault_reset,ae_denso,Autoencoder Denso,101,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.144629955291748,5,0.8489376603399201,0.8023676880222842,0.06128133704735376,0.04081417021791123,0.09103806898371763,0.9611111111111111,0.9219152218849264,0.981036707809586,0.5111962240792325,0.04680593953781389,0.1134020618556701,0.7586206896551724,True,0.06128133704735376,0.03888888888888889,173,7,337,22
current_full,ae_lstm,AE-LSTM,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,23.392887115478516,5,0.8007053428951983,0.7536521200866604,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,23.392887115478516,5,0.041951516215688864,0.5833333333333334,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,23.392887115478516,5,0.7998544016723623,0.7570391414141414,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,13,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,23.392887115478516,5,0.8008693454290056,0.7541163726400495,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,16.942502975463867,5,0.8178480706936306,0.7670999690498299,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
transition,ae_lstm,AE-LSTM,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,16.942502975463867,5,0.0410182367116643,0.5888888888888889,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,16.942502975463867,5,0.817337788950149,0.7706439393939394,0.002840909090909091,0.0005016663636475682,0.01591423649391573,1.0,0.9791045020783868,1.0,0.5014204545454546,0.031032564038710065,0.0056657223796034,1.0,True,0.002840909090909091,0.0,180,0,351,1
post_fault_reset,ae_lstm,AE-LSTM,29,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,16.942502975463867,5,0.817917281009098,0.7672547199009594,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
current_full,ae_lstm,AE-LSTM,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,17.381608963012695,5,0.8059705941305357,0.7579232435778397,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
transition,ae_lstm,AE-LSTM,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,17.381608963012695,5,0.043169801660845254,0.5880952380952381,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,17.381608963012695,5,0.805155265440799,0.7613005050505051,0.002840909090909091,0.0005016663636475682,0.01591423649391573,1.0,0.9791045020783868,1.0,0.5014204545454546,0.031032564038710065,0.0056657223796034,1.0,True,0.002840909090909091,0.0,180,0,351,1
post_fault_reset,ae_lstm,AE-LSTM,42,True,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,17.381608963012695,5,0.8063035503067864,0.7588207985143918,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
current_full,ae_lstm,AE-LSTM,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.02474594116211,5,0.8134206931228964,0.7594088517486846,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.02474594116211,5,0.03935661011053158,0.5619047619047619,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.02474594116211,5,0.8129801727280924,0.7633364898989898,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,71,False,F7L,7,Constante de tempo do controlador PI elevada em 20%,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.02474594116211,5,0.8134375713370015,0.7594552770040235,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
