model,component,component_name,npr,magnitude,detections,n_trajectories,detection_probability,ci95_low,ci95_high
ae_lstm,fusivel_ac,Fusível AC,30,0.52,19,281,0.06761565836298933,0.04371089781186638,0.10318295322346713
ae_denso,fusivel_ac,Fusível AC,30,0.53,150,281,0.5338078291814946,0.4754177020352789,0.5912860709290365
ae_lstm,fusivel_ac,Fusível AC,30,0.53,22,281,0.07829181494661921,0.05226874306033916,0.11568945733214658
ae_denso,fusivel_ac,Fusível AC,30,0.54,151,281,0.5373665480427047,0.47895751785866836,0.5947677048913645
ae_lstm,fusivel_ac,Fusível AC,30,0.54,24,281,0.08540925266903915,0.058065177647591025,0.12393592231632955
ae_denso,fusivel_ac,Fusível AC,30,0.55,154,281,0.5480427046263345,0.48959454111864115,0.605195030988544
ae_lstm,fusivel_ac,Fusível AC,30,0.55,26,281,0.09252669039145907,0.06392533126523703,0.13211866827011837
ae_denso,fusivel_ac,Fusível AC,30,0.56,160,281,0.5693950177935944,0.5109482096844135,0.6259700611370763
ae_lstm,fusivel_ac,Fusível AC,30,0.56,28,281,0.099644128113879,0.06984289691324555,0.14024400219354471
ae_denso,fusivel_ac,Fusível AC,30,0.5700000000000001,164,281,0.5836298932384342,0.5252436235881915,0.6397604463761678
ae_lstm,fusivel_ac,Fusível AC,30,0.5700000000000001,33,281,0.11743772241992882,0.08485555990511567,0.16033858813026167
ae_denso,fusivel_ac,Fusível AC,30,0.58,174,281,0.6192170818505338,0.5611957721223093,0.6740227956992242
ae_lstm,fusivel_ac,Fusível AC,30,0.58,37,281,0.13167259786476868,0.09705929014023257,0.17622065703801443
ae_denso,fusivel_ac,Fusível AC,30,0.59,186,281,0.6619217081850534,0.6047584195027865,0.7147175457473559
ae_lstm,fusivel_ac,Fusível AC,30,0.59,46,281,0.16370106761565836,0.12502901989184567,0.21144397535785814
ae_denso,fusivel_ac,Fusível AC,30,0.6,197,281,0.701067615658363,0.6451234239109244,0.7515884889821097
ae_lstm,fusivel_ac,Fusível AC,30,0.6,53,281,0.18861209964412812,0.1471875978791547,0.23843554587057103
ae_denso,fusivel_ac,Fusível AC,30,0.61,208,281,0.7402135231316725,0.6859457299930727,0.7880021305428531
ae_lstm,fusivel_ac,Fusível AC,30,0.61,62,281,0.2206405693950178,0.17610409534602728,0.27271209647515526
ae_denso,fusivel_ac,Fusível AC,30,0.62,212,281,0.7544483985765125,0.7009149858522837,0.8011186738265118
ae_lstm,fusivel_ac,Fusível AC,30,0.62,72,281,0.25622775800711745,0.2087121747505294,0.31031851492782736
ae_denso,fusivel_ac,Fusível AC,30,0.63,217,281,0.7722419928825622,0.7197287764808038,0.8174121321265786
ae_lstm,fusivel_ac,Fusível AC,30,0.63,83,281,0.29537366548042704,0.2450815114572726,0.35118512586397566
ae_denso,fusivel_ac,Fusível AC,30,0.64,225,281,0.800711743772242,0.7500892081165174,0.8432232987766044
ae_lstm,fusivel_ac,Fusível AC,30,0.64,95,281,0.33807829181494664,0.285282454252644,0.39524158049721336
ae_denso,fusivel_ac,Fusível AC,30,0.65,231,281,0.8220640569395018,0.7730935772429322,0.8623476283644944
ae_lstm,fusivel_ac,Fusível AC,30,0.65,102,281,0.36298932384341637,0.3089637830659934,0.4207104001838858
ae_denso,fusivel_ac,Fusível AC,30,0.66,233,281,0.8291814946619217,0.7808113942093994,0.868672710969462
ae_lstm,fusivel_ac,Fusível AC,30,0.66,108,281,0.38434163701067614,0.32938945206658227,0.4424134298976015
ae_denso,fusivel_ac,Fusível AC,30,0.67,239,281,0.8505338078291815,0.8041313607603633,0.8874814431328026
ae_lstm,fusivel_ac,Fusível AC,30,0.67,119,281,0.4234875444839858,0.3671287352370002,0.48191009437007526
ae_denso,fusivel_ac,Fusível AC,30,0.68,247,281,0.8790035587188612,0.8356759804225593,0.9121084217563458
ae_lstm,fusivel_ac,Fusível AC,30,0.68,127,281,0.45195729537366547,0.3948049690114559,0.5104054588813588
ae_denso,fusivel_ac,Fusível AC,30,0.6900000000000001,250,281,0.8896797153024911,0.8476644022004254,0.921184349335632
ae_lstm,fusivel_ac,Fusível AC,30,0.6900000000000001,133,281,0.47330960854092524,0.4156859577707497,0.5316531688363695
ae_denso,fusivel_ac,Fusível AC,30,0.7000000000000001,259,281,0.9217081850533808,0.8843105426678534,0.9477312569396609
ae_lstm,fusivel_ac,Fusível AC,30,0.7000000000000001,136,281,0.48398576512455516,0.4261658501119323,0.5422376258523391
ae_denso,fusivel_ac,Fusível AC,30,0.71,266,281,0.9466192170818505,0.9138049373482748,0.967387010759261
ae_lstm,fusivel_ac,Fusível AC,30,0.71,137,281,0.4875444839857651,0.4296649631024977,0.5457599626474912
ae_denso,fusivel_ac,Fusível AC,30,0.72,268,281,0.9537366548042705,0.9224678338559534,0.9727670138230177
ae_lstm,fusivel_ac,Fusível AC,30,0.72,138,281,0.49110320284697506,0.4331669805927853,0.5492793949429209
ae_denso,fusivel_ac,Fusível AC,30,0.73,270,281,0.9608540925266904,0.9312744528968968,0.9780032943535091
ae_lstm,fusivel_ac,Fusível AC,30,0.73,139,281,0.49466192170818507,0.4366719012760553,0.5527959240453684
ae_denso,fusivel_ac,Fusível AC,30,0.74,270,281,0.9608540925266904,0.9312744528968968,0.9780032943535091
ae_lstm,fusivel_ac,Fusível AC,30,0.74,139,281,0.49466192170818507,0.4366719012760553,0.5527959240453684
ae_denso,fusivel_ac,Fusível AC,30,0.75,275,281,0.9786476868327402,0.954206821055696,0.9901781751232968
ae_lstm,fusivel_ac,Fusível AC,30,0.75,139,281,0.49466192170818507,0.4366719012760553,0.5527959240453684
ae_denso,fusivel_ac,Fusível AC,30,0.76,277,281,0.9857651245551602,0.9639771162934658,0.9944507794569619
ae_lstm,fusivel_ac,Fusível AC,30,0.76,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.77,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_lstm,fusivel_ac,Fusível AC,30,0.77,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.78,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_lstm,fusivel_ac,Fusível AC,30,0.78,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.79,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_lstm,fusivel_ac,Fusível AC,30,0.79,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.8,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_lstm,fusivel_ac,Fusível AC,30,0.8,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.81,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_lstm,fusivel_ac,Fusível AC,30,0.81,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.8200000000000001,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_lstm,fusivel_ac,Fusível AC,30,0.8200000000000001,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.8300000000000001,279,281,0.9928825622775801,0.9744248284120868,0.9980459669097758
ae_lstm,fusivel_ac,Fusível AC,30,0.8300000000000001,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.84,279,281,0.9928825622775801,0.9744248284120868,0.9980459669097758
ae_lstm,fusivel_ac,Fusível AC,30,0.84,140,281,0.498220640569395,0.440179724281692,0.5563095508254492
ae_denso,fusivel_ac,Fusível AC,30,0.85,280,281,0.99644128113879,0.9801207228327832,0.9993715222747969
ae_lstm,fusivel_ac,Fusível AC,30,0.85,141,281,0.501779359430605,0.4436904491745508,0.559820275718308
ae_denso,fusivel_ac,Fusível AC,30,0.86,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.86,141,281,0.501779359430605,0.4436904491745508,0.559820275718308
ae_denso,fusivel_ac,Fusível AC,30,0.87,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.87,142,281,0.505338078291815,0.4472040759546316,0.5633280987239446
ae_denso,fusivel_ac,Fusível AC,30,0.88,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.88,142,281,0.505338078291815,0.4472040759546316,0.5633280987239446
ae_denso,fusivel_ac,Fusível AC,30,0.89,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.89,145,281,0.5160142348754448,0.45776237414766074,0.5738341498880676
ae_denso,fusivel_ac,Fusível AC,30,0.9,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.9,150,281,0.5338078291814946,0.4754177020352789,0.5912860709290365
ae_denso,fusivel_ac,Fusível AC,30,0.91,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.91,156,281,0.5551601423487544,0.4967005907799736,0.6121318808986465
ae_denso,fusivel_ac,Fusível AC,30,0.92,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.92,160,281,0.5693950177935944,0.5109482096844135,0.6259700611370763
ae_denso,fusivel_ac,Fusível AC,30,0.93,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.93,167,281,0.594306049822064,0.5359969268322978,0.6500714924892138
ae_denso,fusivel_ac,Fusível AC,30,0.9400000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.9400000000000001,174,281,0.6192170818505338,0.5611957721223093,0.6740227956992242
ae_denso,fusivel_ac,Fusível AC,30,0.9500000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.9500000000000001,181,281,0.6441281138790036,0.5865497950056819,0.6978189213158736
ae_denso,fusivel_ac,Fusível AC,30,0.96,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.96,187,281,0.6654804270462633,0.6084102999176659,0.718087115118194
ae_denso,fusivel_ac,Fusível AC,30,0.97,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.97,191,281,0.6797153024911032,0.623052548987234,0.7315306651914958
ae_denso,fusivel_ac,Fusível AC,30,0.98,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.98,196,281,0.697508896797153,0.6414357398361229,0.7482547232711939
ae_denso,fusivel_ac,Fusível AC,30,0.99,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,0.99,199,281,0.708185053380783,0.652510129134852,0.7582446833296171
ae_denso,fusivel_ac,Fusível AC,30,1.0,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,fusivel_ac,Fusível AC,30,1.0,202,281,0.7188612099644128,0.663619129729852,0.7682000320917693
